"uuid","decision_visibility","decision_visibility_other","end_date_visibility_restriction","decision_monetary","decision_monetary_other","end_date_monetary_restriction","decision_provision","end_date_service_restriction","decision_account","end_date_account_restriction","account_type","decision_ground","decision_ground_reference_url","illegal_content_legal_ground","illegal_content_legal_ground","incompatible_content_ground","incompatible_content_explanation","incompatible_content_illegal","category","category_addition","category_specification","category_specification_other","content_type","content_type_other","content_language","content_date","territorial_scope","application_date","decision_facts","source_type","source_identity","automated_detection","automated_decision","platform_name","created_at"
"fea9d11b-5320-4cd3-9be3-3db5d34e8fd4","[""DECISION_VISIBILITY_OTHER""]","Limited distribution","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Medical misinformation","This Pin violates our Community Guidelines on misinformation, related to medical misinformation.","","STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS","","[""KEYWORD_RISK_PUBLIC_HEALTH""]","","[""CONTENT_TYPE_OTHER""]","Pin","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IS"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","We identified this violation through our own investigation. This Pin violates our Community Guidelines on misinformation, related to medical misinformation.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","Pinterest","2023-09-27 12:20:50"
"60e8df70-e373-4d8b-8c5d-f9e07fe8afc1","[""DECISION_VISIBILITY_OTHER""]","Limited distribution","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Graphic violence","This Pin violates our Community Guidelines on graphic violence.","","STATEMENT_CATEGORY_VIOLENCE","","","","[""CONTENT_TYPE_OTHER""]","Pin","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IS"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","We identified this violation through our own investigation. This Pin violates our Community Guidelines on graphic violence.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","Pinterest","2023-09-27 12:20:50"
"02ad236c-eba3-44c2-8340-9c2e836fe260","[""DECISION_VISIBILITY_OTHER""]","Video not eligible for recommendation in the For You feed","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Dangerous Activities and Challenges","Most activities or challenges are appropriate for everyone, but some carry a risk of significant injury. Content is ineligible for the For You feed if it involves activities that are likely to lead to moderate physical harm, or includes professionals who are performing extreme sports and stunts that may endanger others.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_SCOPE_OF_PLATFORM_SERVICE","","","","[""CONTENT_TYPE_VIDEO""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"14f15611-46ba-410b-abf0-3f71af811b39","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Sexual Activity and Services","TikTok is a place where people can come to discuss or learn about sexuality, sex or reproductive health. We are mindful that certain content involving sexuality, sex or reproductive health may not be appropriate for young people, be considered offensive by some, or create the potential for exploitation. We do not allow sexual activity or services, including sex, sexual arousal, fetish and kink behavior, and seeking or offering sexual services.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_PORNOGRAPHY_OR_SEXUALIZED_CONTENT","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"86ae9f95-8bfc-4a8e-ba1c-bd1d2185a248","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Community Guidelines","Your content is against our Community Guidelines. The guidelines include rules and standards for using TikTok that apply to everyone and everything on our platform.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_SCOPE_OF_PLATFORM_SERVICE","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"1c24beb4-fd38-4381-9dcf-2a12d1be2e04","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Harassment and Bullying","We welcome the respectful expression of different viewpoints, but not toxicity or trolling. We do not allow language or behavior that harasses, humiliates, threatens, or doxes anyone. This also includes responding to such acts with retaliatory harassment (but excludes non-harassing counterspeech).We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"87afaf69-d86c-4324-9648-4cdc07dd11e7","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Harassment and Bullying","We welcome the respectful expression of different viewpoints, but not toxicity or trolling. We do not allow language or behavior that harasses, humiliates, threatens, or doxes anyone. This also includes responding to such acts with retaliatory harassment (but excludes non-harassing counterspeech).We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"f30e71df-d41a-4abe-83ea-4330261f95c6","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Harassment and Bullying","We welcome the respectful expression of different viewpoints, but not toxicity or trolling. We do not allow language or behavior that harasses, humiliates, threatens, or doxes anyone. This also includes responding to such acts with retaliatory harassment (but excludes non-harassing counterspeech).We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"0d18f80a-a0c3-4779-94b8-d42dfa1250f5","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Community Guidelines","Your content is against our Community Guidelines. The guidelines include rules and standards for using TikTok that apply to everyone and everything on our platform.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_SCOPE_OF_PLATFORM_SERVICE","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"9f21c273-80e0-4e1e-b76e-f6094c5d5965","[""DECISION_VISIBILITY_OTHER""]","LIVE not eligible for recommendation and restricted in search results for 10 minutes","2023-09-27 00:00:00","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Trading or using tobacco","Your LIVE is not eligible for recommendation and restricted in search results for the next 10 minutes, because your LIVE may have shown risks connected to trading or using tobacco. This is in line with the For You feed eligibility standards under our Community Guidelines.","","STATEMENT_CATEGORY_SCOPE_OF_PLATFORM_SERVICE","","","","[""CONTENT_TYPE_VIDEO""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IS"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"232b1d5c-382e-4715-b4e0-eaa2a8309499","[""DECISION_VISIBILITY_OTHER""]","Video not eligible for recommendation in the For You feed","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Dangerous Activities and Challenges","Most activities or challenges are appropriate for everyone, but some carry a risk of significant injury. Content is ineligible for the For You feed if it involves activities that are likely to lead to moderate physical harm, or includes professionals who are performing extreme sports and stunts that may endanger others.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_SCOPE_OF_PLATFORM_SERVICE","","","","[""CONTENT_TYPE_VIDEO""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"c2fdbc13-3d1c-4e21-9d37-325c7aeca8f0","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Violent Behaviors and Criminal Activities","We recognize that online content related to violence can cause real-world harm. We do not allow any violent threats, incitement to violence, or promotion of criminal activities that may harm people, animals, or property. If there is a specific, credible, and imminent threat to human life or serious physical injury, we will report it to relevant law enforcement authorities.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_VIOLENCE","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"3e88ad18-c660-4715-8b9f-0a0c1bd2ae53","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Hate Speech and Hateful Behaviors","TikTok is enriched by the various backgrounds of our community members. Our differences should be respected, rather than a cause for division. We do not allow any hateful behavior, hate speech, or promotion of hateful ideologies. This includes content that attacks a person or group because of protected attributes.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"20ebdf24-49c0-4728-b28e-0d58f9c62f3c","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Sexual Exploitation and Gender-Based Violence","We are committed to providing a space that embraces gender equity, supports healthy relationships, and respects intimate privacy. We do not allow sexual exploitation or gender-based violence, including non-consensual sexual acts, image-based sexual abuse, sextortion, physical abuse, and sexual harassment.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_VIOLENCE","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"7e237adf-dbe6-4662-9f03-b8ee91829f22","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Harassment and Bullying","We welcome the respectful expression of different viewpoints, but not toxicity or trolling. We do not allow language or behavior that harasses, humiliates, threatens, or doxes anyone. This also includes responding to such acts with retaliatory harassment (but excludes non-harassing counterspeech).We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"39c5db89-4aaf-4dcc-bd44-bd4c7e9d02fa","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Harassment and Bullying","We welcome the respectful expression of different viewpoints, but not toxicity or trolling. We do not allow language or behavior that harasses, humiliates, threatens, or doxes anyone. This also includes responding to such acts with retaliatory harassment (but excludes non-harassing counterspeech).We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"41333ecc-e408-457d-9726-185ade77ab90","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Harassment and Bullying","We welcome the respectful expression of different viewpoints, but not toxicity or trolling. We do not allow language or behavior that harasses, humiliates, threatens, or doxes anyone. This also includes responding to such acts with retaliatory harassment (but excludes non-harassing counterspeech).We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:50"
"8a28fb9d-b8a1-46f9-9cd1-34f4bb1cb218","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Sexual Exploitation and Gender-Based Violence","We are committed to providing a space that embraces gender equity, supports healthy relationships, and respects intimate privacy. We do not allow sexual exploitation or gender-based violence, including non-consensual sexual acts, image-based sexual abuse, sextortion, physical abuse, and sexual harassment.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_VIOLENCE","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:49"
"c0c1f567-f4b8-4fe5-be5c-93d9dc393a12","[""DECISION_VISIBILITY_CONTENT_REMOVED""]","","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Harassment and Bullying","We welcome the respectful expression of different viewpoints, but not toxicity or trolling. We do not allow language or behavior that harasses, humiliates, threatens, or doxes anyone. This also includes responding to such acts with retaliatory harassment (but excludes non-harassing counterspeech).We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH","","","","[""CONTENT_TYPE_TEXT""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:49"
"0e47aabe-d513-4cf4-9827-d6ec177ebe50","[""DECISION_VISIBILITY_OTHER""]","Video not eligible for recommendation in the For You feed","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Nudity and Body Exposure","We celebrate all shapes and sizes and want people to feel comfortable in how they present themselves and their bodies. Content is ineligible for the For You feed and harder to find in search if it shows moderate body exposure of a young person, or significant body exposure of an adult. We allow regional exceptions for body exposure in limited situations, such as common cultural practices.We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_SCOPE_OF_PLATFORM_SERVICE","","","","[""CONTENT_TYPE_VIDEO""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:49"
"8f5d4055-ecaa-4907-96b4-b8adc42a1626","[""DECISION_VISIBILITY_OTHER""]","Limited distribution","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Adult content","This Pin violates our Community Guidelines on adult content.","","STATEMENT_CATEGORY_PORNOGRAPHY_OR_SEXUALIZED_CONTENT","","[""KEYWORD_ADULT_SEXUAL_MATERIAL""]","","[""CONTENT_TYPE_OTHER""]","Pin","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IS"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","We identified this violation through our own investigation. This Pin violates our Community Guidelines on adult content.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","Pinterest","2023-09-27 12:20:49"
"e99654f6-fb09-40d1-b0ce-97bfad280c5d","[""DECISION_VISIBILITY_OTHER""]","Limited distribution","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Adult content","This Pin violates our Community Guidelines on adult content.","","STATEMENT_CATEGORY_PORNOGRAPHY_OR_SEXUALIZED_CONTENT","","[""KEYWORD_ADULT_SEXUAL_MATERIAL""]","","[""CONTENT_TYPE_OTHER""]","Pin","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IS"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","We identified this violation through our own investigation. This Pin violates our Community Guidelines on adult content.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","Pinterest","2023-09-27 12:20:49"
"95356b43-993d-4306-962a-0b1d84af82ff","[""DECISION_VISIBILITY_OTHER""]","Video not eligible for recommendation in the For You feed","","","","","","","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Sexually Suggestive Content","We are mindful that certain behaviors related to sexual arousal or suggestiveness may be offensive to some people and may put young people at risk of exploitation. Content is ineligible for the For You feed and harder to find in search if it shows sex products or intends to sexually arouse (such as intimate kissing, sexualized posing, and seductive performances or allusions to sexual activity by adults). We proactively enforce our Community Guidelines through a mix of technology and human moderation. We have detected this policy violation using automated measures. We have used automated measures in making this decision.","","STATEMENT_CATEGORY_SCOPE_OF_PLATFORM_SERVICE","","","","[""CONTENT_TYPE_VIDEO""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations.","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_FULLY","TikTok","2023-09-27 12:20:49"
"929804ab-9d4c-4a50-9620-aa9fd8b763b4","","","","","","","DECISION_PROVISION_PARTIAL_SUSPENSION","2023-09-27 00:00:00","","","","DECISION_GROUND_INCOMPATIBLE_CONTENT","","","","Go LIVE minimum age requirement","You must be {age} years and older to have a TikTok account, and be 18 years and older to go LIVE. We are deeply committed to ensuring that TikTok is a safe and positive experience for people under the age of 18. If we learn someone is below the minimum age on TikTok, we will ban that account. If we learn someone is below the minimum age to go LIVE, we will ban their LIVE Access. Visit our {CG_link} for more information.","","STATEMENT_CATEGORY_PROTECTION_OF_MINORS","","","","[""CONTENT_TYPE_VIDEO""]","","","2023-09-27 00:00:00","[""AT"",""BE"",""BG"",""CY"",""CZ"",""DE"",""DK"",""EE"",""ES"",""FI"",""FR"",""GR"",""HR"",""HU"",""IE"",""IS"",""IT"",""LI"",""LT"",""LU"",""LV"",""MT"",""NL"",""NO"",""PL"",""PT"",""RO"",""SE"",""SI"",""SK""]","2023-09-27 00:00:00","The decision was taken pursuant to own-initiative investigations","SOURCE_VOLUNTARY","","Yes","AUTOMATED_DECISION_NOT_AUTOMATED","TikTok","2023-09-27 12:20:49"
